gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Significance
MC5R,6.5653519667138855,-0.8896599453303508,0.26482665427243984,-3.3594048445558466,0.000781105460231999,0.0012446088141965452,Not Significant
GBP7,7.121263408185231,0.6294595628309898,0.18737408600913277,3.35937362651263,0.0007811937136251823,0.0012446313053373406,Not Significant
AIFM3,89.8900133236073,-0.38197694205959504,0.11374066041730475,-3.3583147896113346,0.0007841925317192216,0.001249290588584389,Not Significant
SBK1,2556.1790312676458,0.33728794784239197,0.10044290981880809,3.358006537751999,0.0007850675629862018,0.0012505659215686837,Not Significant
RAP1B,2873.1368613746295,-0.16156663916606384,0.04813130189909652,-3.3567892990880566,0.0007885317884365062,0.0012559650535362492,Not Significant
HOOK2,2409.548975575703,-0.24308991885822254,0.0724228257657884,-3.356537338716422,0.0007892506303438279,0.001256990758202465,Not Significant
AIF1,1287.0999259738576,0.30160254967701283,0.08985615202022605,3.3565041780236036,0.0007893452829440604,0.0012570222547965174,Not Significant
EGFL7,1762.2277751350885,-0.414796654439738,0.12361752530058569,-3.3554842117339554,0.0007922617863369431,0.0012615470804348478,Not Significant
AZGP1,65489.37356668288,-0.530361943308811,0.1580630979073424,-3.3553811758119068,0.00079255696397406,0.0012618974119116577,Not Significant
EPS8L2,4395.181072712179,0.28096224327504454,0.08379686785902585,3.3528967186186045,0.0007997054223834372,0.0012731583338997767,Not Significant
KCTD16,19.731352662799022,-0.40811047150553476,0.12174112652178075,-3.352281050500379,0.0008014860942458384,0.0012758722311965803,Not Significant
GMPPB,1612.7958909399117,-0.20383564801290388,0.06080570962510578,-3.3522451965389637,0.000801589906494149,0.0012759165023441522,Not Significant
LGALS9,3156.948096811183,0.3434594320600388,0.10245981953984594,3.3521377804737376,0.0008019009957282672,0.001276290663280826,Not Significant
RBM14,3193.8099223795984,0.10891912139087613,0.032497700796631904,3.351594688882255,0.0008034755671593879,0.0012786754973430471,Not Significant
RAB40A,26.65192378904575,-0.3623133995636904,0.10810539386999762,-3.351483090653101,0.0008037994761712804,0.0012790697256837397,Not Significant
AMIGO1,739.9030625918004,-0.2741211163977043,0.08181760862431797,-3.3503926722716453,0.0008069707506446886,0.0012839944044946482,Not Significant
AGPS,3494.537921410718,-0.2994896775842348,0.08941378454587964,-3.3494799387510747,0.000809634184843696,0.00128811018718309,Not Significant
VPS28,8019.3789965561145,-0.26369109164487026,0.07873996030974192,-3.3488852497204737,0.0008113739243698716,0.0012907557511912635,Not Significant
TTLL11,212.16216452829605,-0.15906389981169547,0.047513444770229285,-3.3477661024350915,0.0008146573559392895,0.0012958563285492507,Not Significant
DMP1,7.422020331261866,-0.6743479441795035,0.20143691176131004,-3.3476880591704217,0.0008148867838747149,0.0012960984678056576,Not Significant
PMAIP1,1105.1725312141114,-0.4268117614675959,0.12751930373753984,-3.347036479638092,0.000816804607877389,0.0012990257443203492,Not Significant
ADAM32,167.00208215580628,0.5105139079620032,0.15255645359942568,3.346393390229708,0.0008187015480615609,0.0013019192563093194,Not Significant
VCAN,24678.40214727892,-0.403354743516126,0.12054214525092487,-3.346171935769753,0.000819355724492254,0.0013028361340003752,Not Significant
OSMR,4308.664958739086,0.32019852781529595,0.09569395402707269,3.346068527220736,0.0008196613593966739,0.0013031986837343842,Not Significant
KCTD7,898.7631331930114,0.18754910508378564,0.05607073523480225,3.3448661641122333,0.0008232228441991303,0.0013087372261756628,Not Significant
RPS24,62952.803204291115,0.25877535724193335,0.07736576865873926,3.3448301713822888,0.0008233296782032305,0.0013087831301653095,Not Significant
CHTOP,5488.047820276365,0.14385930556060367,0.043015373689638425,3.344369540959181,0.0008246980624675208,0.00131083422388797,Not Significant
VPS36,2745.3592415697904,-0.17647073335021124,0.05277270060661679,-3.3439776877381338,0.0008258637924260218,0.001312562846468622,Not Significant
TP63,926.0931824799911,-0.6338428482272126,0.189586495849014,-3.3432911209667737,0.0008279099564168563,0.0013156903018105058,Not Significant
SOX5,213.56159133884125,-0.4810117482307626,0.14391096539578213,-3.3424259708625406,0.0008304950465069608,0.0013196735296506256,Not Significant
SP2,1940.029746007158,-0.1520140534554687,0.04550291656516339,-3.340754064363629,0.0008355119744301501,0.001327519877601113,Not Significant
CAPN1,13611.73260599016,0.19012322831915374,0.05692233565455141,3.3400461546934404,0.000837644674711775,0.001330782511503859,Not Significant
HOPX,737.159835122377,-0.36642092262677695,0.10971674366620349,-3.3396992143838764,0.0008386917351657647,0.0013323199138874772,Not Significant
CYTH4,1046.4550602585145,0.318843195030278,0.09547195180170734,3.339653050065497,0.0008388311498404897,0.0013324153035785922,Not Significant
SLC31A1,4462.746008379652,0.21706440250361403,0.06500146060410313,3.3393773076217945,0.0008396643304182392,0.001333612561879035,Not Significant
KDR,2640.012051732594,-0.26183146501796706,0.07841531095540197,-3.339034964318148,0.0008406998195778854,0.0013351308836508883,Not Significant
STRADA,216.9449448813514,-0.261086058658602,0.0781929466814212,-3.3389975661402795,0.0008408130099488887,0.0013351843370243985,Not Significant
DNAH12,63.764079356276476,-0.5381262595253858,0.16126295945129052,-3.336948927121276,0.0008470351174866146,0.0013449376290896895,Not Significant
ANTXR1,15499.068381901532,-0.36220076370772314,0.10855751677292012,-3.3364871864688306,0.0008484433965228219,0.0013470463155688607,Not Significant
CSE1L,10058.661398515585,0.23110105231573655,0.06926658837944659,3.3364000988434843,0.0008487092514142266,0.0013473409846564573,Not Significant
RNF146,2057.5954473716174,0.13596694061327202,0.040778463421216694,3.3342830799879906,0.0008551957505238602,0.0013575100472574286,Not Significant
LAS1L,3435.099188563302,0.15568696343300362,0.046693538853773135,3.3342292585823814,0.0008553612558022933,0.0013576443946685165,Not Significant
GGT2,6.565213926753743,0.7289867183007703,0.21864676530854407,3.3340841666331467,0.0008558075735410886,0.0013582243850073544,Not Significant
NOTCH3,14646.928187018202,0.2858853590718896,0.08576040751753686,3.333535454731018,0.0008574974212007755,0.0013607776450627299,Not Significant
SRA1,2045.9447789306355,-0.1899158227881113,0.056978321955661326,-3.3331241824899234,0.0008587660292321618,0.0013626620131143225,Not Significant
ZFP36,9201.836688990204,-0.41750325231528373,0.12526492507886608,-3.3329621364673794,0.0008592663532732032,0.0013633270521454055,Not Significant
VAV2,3906.330894314567,-0.19663989622318367,0.05901632196153455,-3.331957832806811,0.0008623732177249388,0.0013681271573583703,Not Significant
SLC16A8,69.94441517704838,0.45087616117915796,0.135326798817939,3.3317581226889224,0.0008629922714459962,0.001368979897291447,Not Significant
PSMC6,4039.6923376659392,-0.1530173048223572,0.045930932850766215,-3.3314652092855237,0.0008639009785548422,0.0013702919149639731,Not Significant
GAS1,1757.4624600972263,0.3924148421293424,0.11780840329226656,3.3309579890987466,0.0008654766296790704,0.001372661469915185,Not Significant
MPEG1,2252.9473698384772,0.36088276118346485,0.10834722342108358,3.3307984255482057,0.0008659728556452205,0.0013733187512348349,Not Significant
ZNF566,622.7333011564249,0.17757295187842653,0.05332316141928099,3.330127981013113,0.0008680607524373742,0.0013764998499970376,Not Significant
ZNF827,2160.731162058302,-0.21841702237909572,0.06559985896195075,-3.3295349385702493,0.0008699114932337934,0.0013793043207790824,Not Significant
TNNT2,28.21127034543912,0.6727426102397311,0.2020831272347271,3.329038992247559,0.0008714620291168254,0.0013816323113432112,Not Significant
HDDC3,294.5586988325151,-0.22671436107343446,0.06811470547848845,-3.3284201918047485,0.0008734002515743874,0.0013845744498046098,Not Significant
KRT15,10357.504536714498,0.7420491851527816,0.2229656822487561,3.3280869848163435,0.0008744455857333049,0.0013861006980729602,Not Significant
H1-2,5465.550845962251,-0.5031024564386293,0.15117326724387092,-3.327985599643291,0.0008747638805365474,0.001386474322738629,Not Significant
KBTBD6,1153.4535252481073,0.19282396065198723,0.057943323831650115,3.3278028925683047,0.0008753377535098511,0.0013872529222999509,Not Significant
UNC13C,7.087737053971451,-0.6037307005846148,0.18144433999197532,-3.327360338775603,0.0008767292378494121,0.0013893270195408656,Not Significant
CEP44,889.0110460816622,-0.1690318492182476,0.05082504201119883,-3.325759163779993,0.0008817808268339232,0.0013972002379318456,Not Significant
IMPDH1,5034.344173882888,0.23821562958320064,0.07162936966151424,3.3256697735704286,0.0008820636400680183,0.0013975164580466112,Not Significant
TAF1A,359.6189231795604,0.20235694733231596,0.06084904092249545,3.3255568907004096,0.000882420899653183,0.001397950558023746,Not Significant
MSS51,94.24350717701785,-0.27686225210298443,0.08325493146273275,-3.3254757074290042,0.0008826779170591738,0.0013982257852037565,Not Significant
ARHGAP17,3465.017754738548,0.13110566732931853,0.039432831599261524,3.3247845009378882,0.0008848690141020071,0.0014015643936922818,Not Significant
ZNF17,361.2459990491866,-0.18267712990094404,0.05495111681626616,-3.3243570010003785,0.0008862266943277687,0.0014035824287145832,Not Significant
GUK1,10688.272330182801,0.24906545174083045,0.0749349274054242,3.3237564959968413,0.0008881370761681362,0.0014064753546562277,Not Significant
SERPINF1,10936.743875185713,-0.3373365590519594,0.10152994125927071,-3.322532790504862,0.0008920418619992605,0.0014125258233581952,Not Significant
HS6ST1,4256.639502820432,0.20981659001446853,0.0631704617058448,3.32143511933609,0.0008955580116722416,0.001417959813256021,Not Significant
SLAIN2,4219.308186915938,-0.15047101524541123,0.04530676659657458,-3.3211598740923525,0.0008964417119234771,0.0014192251470927324,Not Significant
ITGB3BP,883.334560301133,0.19522651871963576,0.05878589336309812,3.320975621035403,0.0008970337249096907,0.0014200284935204043,Not Significant
RNF212,199.74846563008663,0.6177248568460519,0.18602603241515456,3.320636627176322,0.0008981238735245251,0.001421620176195524,Not Significant
NEK1,1225.5769062925754,-0.19400604364103258,0.05846274959828189,-3.3184556828769822,0.0009051668475110304,0.001432633264449437,Not Significant
BCORL1,1495.2278239340465,-0.2060967393373304,0.062120330163877795,-3.317701930972239,0.0009076128343946947,0.001436369180224183,Not Significant
LDHAL6A,8.949725482127526,-0.49171443073029447,0.1482136440491043,-3.3176057028014623,0.000907925543272906,0.0014367286285668344,Not Significant
VSIG4,1047.236240988742,0.3942063866466291,0.11883375916222118,3.3172929092354466,0.000908942706068513,0.0014382026531082185,Not Significant
ASB4,14.149680072597869,0.6878784308345647,0.20742466736719076,3.3162807469608087,0.0009122413644349037,0.0014432860264002605,Not Significant
LIG1,2245.9957828359825,0.20692293744339407,0.0623999270293908,3.3160765932615903,0.0009129080487181201,0.0014442047042856952,Not Significant
PAFAH1B3,2808.033503814322,-0.28920015232586654,0.08721292856302382,-3.3160238635591517,0.0009130803161798746,0.0014443411239072586,Not Significant
KLF16,1061.1161877620502,0.23231849675979954,0.07006648344607351,3.3156865498837664,0.0009141830298379119,0.0014459491902128194,Not Significant
MAPK8IP1,744.9871796519075,-0.3709122911858309,0.11189438112174442,-3.314842867599109,0.0009169465212451305,0.0014501835326107633,Not Significant
ST6GALNAC5,986.3697946642802,0.5571295155526144,0.16807903096447202,3.314687812963287,0.0009174552458657544,0.0014508514193287759,Not Significant
H1-5,10.046390176719315,0.5844227342927694,0.1763497496115434,3.3139980951496315,0.0009197213379178368,0.0014542979957581845,Not Significant
PTAR1,2716.6991200320494,0.22820378037288302,0.06886318548278145,3.3138719734355466,0.0009201362757274673,0.0014548170839058883,Not Significant
PCBP2,9155.810931426795,-0.14005048404299003,0.04227762574747818,-3.3126383416018554,0.0009242040550055683,0.0014611109968390133,Not Significant
SDK1,768.1962812636333,0.3997986503644612,0.12071112300061373,3.312028257432652,0.0009262218993561103,0.0014641632058748004,Not Significant
BDNF,39.4194573262385,-0.6531307768181256,0.19728588174820877,-3.31058041777009,0.0009310269575148211,0.001471620427714793,Not Significant
IL2RB,1368.6916045785092,0.47579801964456825,0.14374415956979192,3.310033750717744,0.0009328472227298488,0.0014743588001495669,Not Significant
NDST2,9.79274717382218,-0.36229208681475755,0.10946545466192185,-3.309647668606293,0.0009341347660739693,0.0014762547729313563,Not Significant
SMIM20,878.4653495933668,0.1929787764995396,0.05831235999064655,3.309397467886635,0.000934970038233909,0.0014774357117724834,Not Significant
GRIPAP1,3109.2922411276727,-0.16150852978827387,0.04881527457840915,-3.30856542717694,0.0009377527090559199,0.0014816934098476032,Not Significant
CCDC68,147.0610472409438,-0.5615348677667884,0.16975003921713286,-3.3080102387988886,0.0009396137427041024,0.0014844942134873396,Not Significant
TNFSF4,497.31525973982076,-0.3482562868452955,0.10529546153130852,-3.3074197290236023,0.0009415969309485403,0.0014874874637022767,Not Significant
SPART,2730.237715074497,0.24838206058301152,0.07512312111676576,3.3063330821538286,0.000945256499735809,0.0014931281631129808,Not Significant
ADAM22,559.656453559534,-0.343729596431116,0.10397540047345084,-3.3058742247295707,0.0009468057755267582,0.001495434693719373,Not Significant
ZNF248,824.2928598088437,0.16919793482597975,0.05119009359836818,3.3052866860038987,0.0009487929621406513,0.0014984323846112186,Not Significant
APRT,4964.169213572571,0.2693328780905254,0.08149266867608469,3.3049951911755886,0.0009497802956786869,0.0014998505882658072,Not Significant
ATP5F1A,26556.5653207703,0.1619911961215963,0.049015460364508615,3.3049000237258155,0.0009501028470954236,0.0015002188296687332,Not Significant
LPAR4,38.30489678808251,-0.3814956065756852,0.11546125339777906,-3.3041006861529825,0.000952816053102877,0.0015043615065824414,Not Significant
SLC5A1,1057.6967690849294,0.7742484891107388,0.23433881774360013,3.303970279298227,0.0009532593757877023,0.0015047784109754533,Not Significant
DUSP8,1044.8245717829016,-0.3065005192523661,0.09276720088511728,-3.303975072309617,0.0009532430783955921,0.0015047784109754533,Not Significant
NT5C3B,2013.5208865579632,0.2416672426998106,0.07315105245611025,3.3036741726280425,0.0009542667103496423,0.0015062269211498492,Not Significant
FAM160A2,2112.982391378205,-0.1584519820752927,0.047972880982940454,-3.3029490584824273,0.0009567376639137011,0.0015099851369543306,Not Significant
INPP5E,890.0898267344826,0.1901884870587266,0.05759080405006083,3.302410692050855,0.000958576073818191,0.0015127444188061468,Not Significant
TDRD3,1406.8323633214452,-0.1742952975417042,0.05279268124517173,-3.3015049327058894,0.0009616764390944686,0.0015174945069572272,Not Significant
SGTB,507.64848777298494,0.20938761017627633,0.0634424398019184,3.3004343910800356,0.000965352819774424,0.001523152550598969,Not Significant
PIP4P1,1736.330330486954,-0.14837039048315315,0.04495746802995338,-3.3002390255674503,0.0009660251334262712,0.001524070100550723,Not Significant
ARHGAP6,254.13833156756743,-0.35673291966912113,0.10812342826773638,-3.299311956570368,0.000969221382152318,0.0015289690437486482,Not Significant
GHITM,11099.858916827554,-0.16842223555019925,0.051055369787210085,-3.298815310752892,0.0009709376901153747,0.0015315326450866212,Not Significant
ZBED9,163.33333366082826,0.6286421888754689,0.1906815036480275,3.296817870892492,0.0009778689023634496,0.0015423208505146177,Not Significant
SDC2,7347.970604925319,0.3907169882972768,0.11853856894412593,3.296116966634246,0.0009803119136854274,0.0015460287841193945,Not Significant
TMEM14A,1886.5521752168347,0.1982109021254209,0.060149188497861175,3.295321301507983,0.0009830920640211264,0.0015502676658638614,Not Significant
UBE2A,4503.378347998103,0.13664467767876434,0.041472265461471175,3.294844787432962,0.000984760555424091,0.001552752907341001,Not Significant
CD44,28102.66777784175,0.3240958127135891,0.09839183642673718,3.2939299080458944,0.0009879713140191868,0.0015576692730798372,Not Significant
C11orf42,9.237824052391817,-0.4243187333115624,0.12883955979278822,-3.2933885678745822,0.000989875702678661,0.0015603787132928977,Not Significant
PAOX,24.06534307162535,-0.2706185322803828,0.08217823198991346,-3.293068319036098,0.0009910039103172537,0.0015620104822463671,Not Significant
JAK1,12543.609189669685,-0.18409934615537185,0.05591754601248888,-3.292335935383399,0.0009935885076119806,0.001565937276172543,Not Significant
INHBA,5023.439797649929,-0.3805159576489807,0.11561529745143263,-3.2912250025462835,0.0009975209281937515,0.001571987359665512,Not Significant
OBSCN,1404.4399196807235,0.3584011893437161,0.10889830859178282,3.291154784480832,0.0009977699658441147,0.0015722322307669416,Not Significant
GZMM,110.09483576539675,0.551497977731988,0.1676334651667456,3.2899038219093732,0.0010022163282796628,0.0015790903537455634,Not Significant
APPL1,4579.062135555433,-0.18171496035448456,0.055248954713834474,-3.2890207841159884,0.001005365992485258,0.0015839043057284642,Not Significant
SBSPON,1433.854617594851,-0.6515931196264226,0.19811451536070826,-3.2889721302856745,0.0010055397995076692,0.001584029478665173,Not Significant
THSD7B,108.65196485827661,-0.5040250644511546,0.15326744565131648,-3.2885330756918325,0.0010071095012829316,0.0015863533784516658,Not Significant
FNDC1,5132.30719635484,0.4471614547001121,0.13599057285596636,3.288179800328664,0.0010083741728847341,0.0015881964175240562,Not Significant
ZBTB11,2017.65511260519,-0.15599307092802916,0.04744155284184009,-3.2881105609691237,0.001008622211401637,0.001588438056755223,Not Significant
NCEH1,2073.495810637053,-0.30553108269869506,0.0930338788904602,-3.2840841029366623,0.0010231438491721285,0.0016111564524811644,Not Significant
GPR61,10.070946146515924,0.33628115093118643,0.10240466806039614,3.283845915430875,0.0010240089179896757,0.0016123674465588704,Not Significant
BMPR2,8116.539029176083,-0.19769699335675261,0.06021983644694528,-3.2829214594584144,0.0010273728488959994,0.0016175124624651636,Not Significant
CYP2D6,51.96035546997537,0.37943218839023574,0.11559611299728326,3.2823957359115803,0.0010292904222789973,0.0016203795582539204,Not Significant
TSKU,7005.454140357104,-0.4338295563956718,0.13217947863118523,-3.282124887223741,0.0010302796335179614,0.0016217847620721554,Not Significant
NKTR,4363.316948139912,-0.2087932815160097,0.06363564804294759,-3.2810741767742426,0.0010341254394470266,0.0016276859063788377,Not Significant
CCDC194,13.826440945185634,-0.5711765044535102,0.17411374989028744,-3.280479024852546,0.0010363097012913052,0.0016309709632772505,Not Significant
NID2,2053.1318020117305,-0.3544721990513969,0.1080641310010797,-3.28020218890073,0.0010373271686205804,0.0016324192451070774,Not Significant
GNPNAT1,1648.979735329786,-0.25380366298621815,0.07737555554475614,-3.280153030234609,0.0010375079402471714,0.0016325506889932995,Not Significant
ACKR1,1409.8121716448982,-0.657996820035878,0.20061103931607985,-3.2799631679249104,0.001038206396466061,0.001633496624542852,Not Significant
GDPGP1,283.10169854647495,-0.22048375493800307,0.06722512107741545,-3.2797821916021133,0.0010388725683700673,0.0016343915919592063,Not Significant
PTK2B,2125.4180874936683,0.2544986955388102,0.07760774178511522,3.2792952054123785,0.0010406671240712976,0.0016370614391781244,Not Significant
CSTL1,3.807941026722488,-0.9770128365569178,0.2979531867700574,-3.2790816810793784,0.001041454870557262,0.001638147134537179,Not Significant
LILRB5,207.22310848137965,0.4439000405409105,0.13539793747376247,3.2784845088717085,0.0010436609237364288,0.0016414633303060864,Not Significant
DOK6,153.96863132725014,-0.3834443929680497,0.11696450719521337,-3.278296999345984,0.0010443545065317718,0.00164240032371479,Not Significant
SHISAL2A,45.459934210417266,0.39498074446408993,0.12053834284981674,3.276805828965239,0.0010498854283449203,0.0016509438526652793,Not Significant
CARNMT1,1354.8036218383581,-0.1695398220472526,0.051748253171685195,-3.276242417010102,0.0010519822331962463,0.0016540861413223361,Not Significant
SHISA9,521.5879326054692,-0.6798929328375952,0.20754328217528326,-3.275909129467188,0.0010532244258236586,0.001655884216213484,Not Significant
NCOA2,5446.833850513152,-0.25321932994487517,0.07730660914280181,-3.2755198132817465,0.0010546771606822379,0.00165801293880826,Not Significant
CACHD1,887.3455523647085,0.35822100929621203,0.10937987882244284,3.275017426904585,0.0010565545571923642,0.0016608087927102444,Not Significant
ZNF813,675.5520081308435,-0.24894076058857212,0.07601391045166725,-3.274936904434864,0.0010568557535742672,0.0016611267101399492,Not Significant
CRLS1,55.181040389536385,0.24133123114917562,0.07370671571821082,3.274209531622769,0.0010595801124803179,0.001665252848560155,Not Significant
ZNF12,2290.831174945276,-0.1535805205123119,0.04690880480879183,-3.2740233126452893,0.001060278635439244,0.00166603872442475,Not Significant
MAPK15,845.2260418363028,-0.569741641805466,0.17401783887496292,-3.274041589580035,0.0010602100582782288,0.00166603872442475,Not Significant
RPS27,39681.15067348583,0.2135580382935357,0.0652466906248678,3.273086132772246,0.001063800547257735,0.0016714163394817834,Not Significant
FMO4,390.6332398983738,0.27294780139938896,0.08339262337490831,3.273044909167772,0.0010639557133321513,0.0016715036978682532,Not Significant
LUZP1,2451.162257098446,0.18560188412812054,0.05671791328935054,3.2723679938868537,0.0010665066259893739,0.0016753544715176953,Not Significant
GTF2H2,188.06904711015602,-0.3553338727683554,0.10860173752546629,-3.271898598169594,0.0010682788349033225,0.0016779813885064536,Not Significant
OVCH1,6.009445053522005,0.6915501487865022,0.21136776177598637,3.2717863073150526,0.001068703193919973,0.0016784908990109932,Not Significant
VPS35,10221.687620502576,0.19643683710784945,0.06005199673431657,3.2711124990053175,0.001071252863809545,0.0016821806264741034,Not Significant
B3GALT1,22.080538379414666,0.6140508125132241,0.18771897093267842,3.271117508594488,0.0010712338869341748,0.0016821806264741034,Not Significant
PIGW,725.8484326336905,0.2261872457136272,0.06915149308995004,3.2708946055497328,0.0010720785691948306,0.0016833197736291449,Not Significant
PNPLA3,154.51949840691668,0.644639399918294,0.19717354124342162,3.269401136953011,0.001077753921315479,0.001692072648559269,Not Significant
PLEKHH1,867.9906809732593,-0.32191437722398974,0.09855380521473203,-3.2663820186606993,0.0010893118856583623,0.0017100587185742086,Not Significant
POU2F3,413.47496972101726,0.36625590355679954,0.11216139650659379,3.2654363708396583,0.0010929555788883293,0.0017156183504794082,Not Significant
GPS1,6565.250346001366,0.22690890664396365,0.06949235493870416,3.2652355333778655,0.0010937308791863652,0.0017166748316922867,Not Significant
KIAA0753,1128.0637362929515,-0.17635632106734903,0.0540157462045491,-3.2649057628402556,0.001095005007914557,0.0017185139826932398,Not Significant
IGF2,142.73010781012186,-0.5164557521454016,0.1581924627714383,-3.2647304624847644,0.0010956828715256654,0.001719417091715542,Not Significant
HSPA6,434.83355231926635,0.4240354951230483,0.129888200052744,3.2646190720239345,0.0010961138055304769,0.0017199325700762355,Not Significant
NBPF9,636.9780456088066,-0.30631292579959174,0.09384435113906602,-3.2640528927060606,0.001098306595995097,0.0017232122554734289,Not Significant
NSMF,2838.7387215907247,0.23721561821432605,0.07271328127734661,3.26234236782035,0.0011049560582644573,0.0017334830675772087,Not Significant
DNAH2,312.8810567197323,0.4734536270789075,0.14512828491714155,3.262311184544195,0.0011050776243294589,0.0017335117881931374,Not Significant
HPGD,542.8633948503533,-0.6533960859448232,0.20033320565520493,-3.2615466008635052,0.0011080621782910726,0.0017380311921097382,Not Significant
DMAC2,2403.921982261794,-0.13953842302095318,0.042786495783766275,-3.26127252220304,0.0011091338584518695,0.0017395496277737281,Not Significant
TUBB8B,18.866064427807984,0.5661509350742066,0.17361095921844025,3.261032239110354,0.0011100741822722044,0.001740861781596055,Not Significant
CORO2B,216.44373440698183,-0.3502998508447706,0.10742964240414792,-3.26073738128021,0.00111122908615024,0.001742510171706541,Not Significant
LY96,359.70446646467974,0.27991196355406306,0.08585170935726205,3.260412234650349,0.0011125039136816734,0.0017443462877452071,Not Significant
DZANK1,455.466614393255,-0.24245478726197062,0.0743675384652324,-3.260223375220638,0.0011132450101668646,0.001745345277426347,Not Significant
FASTKD2,2626.0801163115907,0.1354050232678509,0.041538890841841696,3.2597168707128503,0.0011152348205960316,0.0017483016311668855,Not Significant
FAM110A,2206.195962902903,-0.2869838241471772,0.08804032563723926,-3.2596860821444866,0.001115355879899043,0.0017483281523571553,Not Significant
KRR1,2246.201901783494,-0.17234364488562282,0.052877533823537846,-3.2592980879321183,0.0011168824978581686,0.0017505576859343603,Not Significant
BROX,5681.0897856463425,-0.19020334007098477,0.05835845866250347,-3.259224873826121,0.0011171707856722033,0.001750846074483285,Not Significant
RNF114,6116.030445339009,0.19086877543445402,0.058576674277846276,3.2584433614156323,0.0011202523581737946,0.0017555116763765205,Not Significant
MCM3AP,3645.7833176654435,-0.24599249189312597,0.07551257031013472,-3.257636323102496,0.0011234428281839694,0.0017603470412126637,Not Significant
SLC33A1,1484.0110385478833,0.1931731450545796,0.05930346348208279,3.2573670020629155,0.0011245094049750536,0.0017618538395446756,Not Significant
PAN3,3303.408956727444,-0.1959623491697624,0.06016425058071095,-3.2571227477832028,0.0011254775207431276,0.0017632061047252359,Not Significant
DDX60,3752.0332402760228,-0.37413600030174826,0.11486923800817671,-3.2570599996068244,0.0011257263510922664,0.0017634313690526237,Not Significant
SEC11A,7035.706661206051,0.1525367834382897,0.046852199248050945,3.2557016722034717,0.001131125334525955,0.0017717234666935748,Not Significant
NFKBIL1,1031.376342639239,0.2733600357581069,0.08398782204983546,3.2547580004623113,0.001134890254981216,0.0017774547626294107,Not Significant
POFUT1,5869.98310020927,-0.1493604784767888,0.04589576829128157,-3.254340956422371,0.0011365578031590467,0.0017799004103949698,Not Significant
LHB,5.31644485635,0.5164758500045324,0.15872624196185456,3.2538781465553313,0.0011384109970198385,0.0017826363042597751,Not Significant
USP4,4143.85311476205,-0.11670871258240832,0.035871875809094365,-3.2534878634035613,0.0011399759482577498,0.001784920371138883,Not Significant
RSPH14,11.664487449309688,0.4389472978410538,0.1349327812851398,3.253081228003971,0.0011416085836358273,0.0017873099787445927,Not Significant
AC003002.2,5.278651539846377,-0.41596666813789906,0.12791376336357563,-3.251930497546041,0.001146240469886505,0.0017943943499118466,Not Significant
CHST12,1200.0708620879125,0.20943864802658269,0.06441364142625366,3.2514641835047664,0.0011481224044151352,0.0017971728601698172,Not Significant
TIAF1,109.39240717986867,0.25951182310879267,0.07981644614130944,3.2513577796904802,0.0011485522253408187,0.0017976780495078933,Not Significant
TLR5,1127.2481733794873,0.27939065008288033,0.08594583148565685,3.2507760440889646,0.0011509047917024906,0.001801192285177721,Not Significant
B4GALT4,1474.5505923128605,0.1701304574561306,0.052351402273020514,3.249778421767471,0.0011549495943813973,0.0018073540073149609,Not Significant
M6PR,4171.700220298456,0.18846479385578788,0.057999922550568815,3.249397336547643,0.0011564981475218597,0.001809608621548791,Not Significant
IRGQ,2221.1362034808444,0.16058140042382743,0.049422878261814386,3.249130889810954,0.0011575820028124414,0.0018111357561244423,Not Significant
NOMO2,901.4152458618363,0.2680502334097364,0.08250510417920279,3.248892733078983,0.001158551574163874,0.0018124838157732848,Not Significant
INKA2,433.62896524951566,0.2929809431409363,0.09019427222947646,3.248332027066204,0.0011608372558283607,0.0018158904072723182,Not Significant
IFI44L,3880.588679749643,0.49544727320552456,0.152540256840674,3.247977179709431,0.0011622859205489271,0.0018179871456419816,Not Significant
HOXA2,36.828847311128335,0.529746643437797,0.1631088056643894,3.24781143041288,0.001162963164543712,0.0018188769895993884,Not Significant
H3-5,17.761427964936907,0.29794242472692395,0.09177701897540069,3.246372872568268,0.0011688563822246634,0.0018279237023556265,Not Significant
KLF15,127.40521699383197,0.48693919724887763,0.15001305079762908,3.245978897567848,0.0011704751532373857,0.0018302847310496676,Not Significant
LYPLA2,4121.310723004868,0.1942774032994034,0.05986698362606991,3.2451510253608737,0.0011738834809465583,0.0018354434085993128,Not Significant
KRBOX4,615.6294795351273,0.1512477829489489,0.04661497389243514,3.2446179911621487,0.0011760828193930633,0.0018387109677752604,Not Significant
TMUB2,2436.089416333332,-0.16954080910103425,0.05225603563693704,-3.2444253957373452,0.0011768784183019908,0.001839783488821475,Not Significant
SLC28A3,597.9234579784293,0.6889701779983233,0.21236342780454434,3.2442976887359327,0.0011774062416254288,0.0018404372424960615,Not Significant
TRAT1,103.67627018352958,0.5712463579700333,0.176083676211829,3.244175554824417,0.0011779112355412658,0.001841055192465019,Not Significant
ARMCX1,1887.5938144799995,-0.3166303986188169,0.0976033415113115,-3.24405285429825,0.0011784187737956349,0.0018416770037684898,Not Significant
ADH4,6.2432701742504415,0.7588776768282516,0.23399602407885614,3.243122099256317,0.0011822753325100538,0.001847532186742882,Not Significant
