gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Significance
CHEK1,1042.9248148900688,1.296369306692197,0.09030882747291008,14.354845954356662,9.93460230641605e-47,2.8412624109048156e-45,Upregulated
TRIM2,1994.25649664257,1.7513743257410423,0.12206133849516973,14.348313293404928,1.09159903702785e-46,3.116626638371351e-45,Upregulated
BCL11A,643.6310029338788,2.731718345229327,0.19040166774800812,14.347134547396344,1.110307857688564e-46,3.164660155326929e-45,Upregulated
ABRACL,2582.717758191224,1.1864978123297065,0.08270072723483317,14.346884870317792,1.1143114529878865e-46,3.1706882496204475e-45,Upregulated
IL22RA2,58.516446829334086,3.312654539766087,0.23115890320862975,14.330637902258472,1.4082114141010592e-46,3.9866868836304524e-45,Upregulated
RASGEF1B,940.0254277392959,1.2788909601659386,0.08938650021080154,14.307428494794078,1.9665133753403394e-46,5.5207067801360565e-45,Upregulated
TMCC2,289.4103327127697,2.1635996978979843,0.1512973468584218,14.300314862246708,2.1782181432090274e-46,6.104829079831912e-45,Upregulated
CMTM7,1467.5480840938824,1.5885082000514803,0.1110852658482489,14.299900062547502,2.1912399856867573e-46,6.131089479951547e-45,Upregulated
TAF4B,561.9151714898918,1.5315857694210315,0.1071158927590097,14.298398958096787,2.2390150963463572e-46,6.245629524299431e-45,Upregulated
TP53BP2,4054.3700871330834,1.084597528615394,0.07593476107029097,14.28328098130721,2.7818952248544503e-46,7.745017750390798e-45,Upregulated
FAM124A,211.4635901554028,1.4828541529515826,0.1039725826141214,14.26197287466613,3.776258530543227e-46,1.0392758723075359e-44,Upregulated
DIPK2A,1465.9674544738766,1.407125624212008,0.09876260087864155,14.247555367046978,4.6425026328206766e-46,1.2693539771953341e-44,Upregulated
BTG3,1226.3536809275197,1.4108307834369693,0.09914032410823358,14.230645260920628,5.913361347207203e-46,1.6089709934670102e-44,Upregulated
RFC4,1467.482234835096,1.0574615064291901,0.07433934464472085,14.224789194510135,6.429781192827059e-46,1.7410188171803332e-44,Upregulated
SMTNL2,39.729997818033716,2.7484195947235817,0.19322563961613473,14.223886644565583,6.5132692742229226e-46,1.760785258867221e-44,Upregulated
MEAK7,1498.4234096880434,1.1261189867010026,0.07919712751593888,14.21918978657862,6.965470409110706e-46,1.8800051001310374e-44,Upregulated
PAX6,87.71507852942752,3.5458131158068404,0.24971832526399626,14.199250744046482,9.259713142630924e-46,2.479299270151323e-44,Upregulated
SMCO4,829.9290285352955,1.3165996529242567,0.09274335587599439,14.196161444542296,9.676976627871432e-46,2.5848159895147247e-44,Upregulated
PIM1,2035.6140475046257,1.3132200667918923,0.0926072122722122,14.180537720234756,1.2091646846006201e-45,3.2068652014336823e-44,Upregulated
IDO1,1101.0533982185266,2.735406437788402,0.19321361777066418,14.157420524236578,1.6805019329704082e-45,4.442876606410585e-44,Upregulated
NUDT11,141.80795768579708,1.8232812052042995,0.1288554674745769,14.149816386829157,1.872455368269498e-45,4.942575585300053e-44,Upregulated
ESYT3,136.490363483815,2.052796497479804,0.14509096837578114,14.148341006058516,1.912151669910321e-45,5.039435201641204e-44,Upregulated
OTX1,255.21801877240932,2.0971909221965572,0.14825721255749819,14.145624931287639,1.9874323269164516e-45,5.229626003804607e-44,Upregulated
ROPN1B,324.30667868339117,3.477483006315695,0.24584145095200935,14.145226498010432,1.9987208843370953e-45,5.251099562793608e-44,Upregulated
MMS22L,1001.1066332612257,1.1258335398253694,0.07965269186274822,14.134281133465329,2.3350626138767497e-45,6.106079620212285e-44,Upregulated
HPDL,160.1864332449073,2.434970517846526,0.17231183631711544,14.13118547100449,2.4400188867068137e-45,6.360720041930744e-44,Upregulated
GLIPR2,2231.9753009829124,1.3906504435060258,0.09846052885229742,14.123938391516951,2.704446586936425e-45,7.028211966174722e-44,Upregulated
TMEM71,160.54308189538762,1.93981009295086,0.13741300041307872,14.116641708714429,2.999483998903062e-45,7.758911767886688e-44,Upregulated
NCMAP,336.7597819508234,2.753421772122308,0.19513213497547557,14.1105501278319,3.270169331054139e-45,8.446092727651829e-44,Upregulated
CDC20,2543.2691032788534,1.645573880580946,0.11664646984807428,14.107361180533083,3.421428965049406e-45,8.823187321850911e-44,Upregulated
CLEC2L,29.88654000979726,3.1348960601605516,0.22222566145570732,14.106813945901473,3.448076667069223e-45,8.878268571588668e-44,Upregulated
AFF2,131.28741572923147,2.023109304539241,0.14357020158571185,14.091429016566776,4.287959852440222e-45,1.0990270229429992e-43,Upregulated
EPHB3,5645.755357768535,1.6307701401841836,0.1157927288974298,14.083528004843327,4.795470049076593e-45,1.2272309631691742e-43,Upregulated
HRCT1,240.94819559150298,2.764153481233733,0.19691195586621973,14.037509652850511,9.188513899212353e-45,2.3231441466864006e-43,Upregulated
CTSV,519.2305583542535,1.960988018886419,0.1397260895411273,14.034515854028943,9.58487557358633e-45,2.4197126485619145e-43,Upregulated
TCF7L1,2020.7467516072802,1.660488749130708,0.1183429636526945,14.031157391019937,1.0049793785304558e-44,2.5294743338484697e-43,Upregulated
PPARA,1004.3880127993266,1.2091608987957998,0.0862689546245695,14.016176549929229,1.2412401559693718e-44,3.1008838896449127e-43,Upregulated
RRAGD,962.9826176082988,1.452952054360299,0.10369340488345515,14.012000628133732,1.3164355771649755e-44,3.2789792981373305e-43,Upregulated
RGS20,25.590359077474858,2.123416767293195,0.15165254658925093,14.001853678358884,1.518575266350022e-44,3.776865417997655e-43,Upregulated
PLOD1,12115.182150931681,1.1524451213668516,0.08231907648371181,13.999733361863965,1.5645662349341567e-44,3.885493779892696e-43,Upregulated
TAF7L,21.968496004906324,1.9224572806152147,0.13739208973771666,13.992488827305936,1.7324149947496292e-44,4.28332591043546e-43,Upregulated
IGF2BP3,72.29709885756937,3.2880764317319517,0.23504271290460277,13.989271954440424,1.8125793829865318e-44,4.4749386296438084e-43,Upregulated
ELF5,2313.8194372505263,3.2735559198361766,0.23403352752846177,13.987551076151112,1.8569680058014444e-44,4.577794255711402e-43,Upregulated
COTL1,7786.618214665857,1.2675144803827663,0.09064511553952423,13.9832628910941,1.97233994455189e-44,4.840883477944025e-43,Upregulated
NCOA7,3174.3325211499177,1.452921716986401,0.10402981883808973,13.966396685239875,2.499567775840944e-44,6.0903837185512e-43,Upregulated
LANCL3,37.17222801030458,1.7621716499634357,0.1262158795495267,13.96156851461757,2.6748160669071335e-44,6.489134701045803e-43,Upregulated
NMT2,880.2654491166459,1.0112231901979134,0.07245281845881206,13.95698899929991,2.8523183719369624e-44,6.9097721252637415e-43,Upregulated
HACD1,195.02498133444163,1.9029033130285047,0.13644069708345935,13.946742824573217,3.2930441782807024e-44,7.943049664508108e-43,Upregulated
AMD1,5409.06846423556,1.1162023119711963,0.08008617053268482,13.937516359527406,3.7475568427559937e-44,9.013464796015419e-43,Upregulated
CTPS1,2375.532265268,1.123449280639434,0.08067777299221626,13.925139960764952,4.456676239246515e-44,1.0703673920525106e-42,Upregulated
CNKSR2,89.7950012613331,2.012539849915696,0.14456545579955343,13.921305326952892,4.702368663402584e-44,1.1261535680628042e-42,Upregulated
MGAM2,271.23254780156543,3.5390509947260678,0.25436100751231794,13.913496527390041,5.24512974982496e-44,1.2472413348450628e-42,Upregulated
CCL20,96.60918744271915,2.59372550954752,0.18652713703807375,13.905352061550651,5.877693623017503e-44,1.3956820444585266e-42,Upregulated
BARX1,123.63628094155823,3.409324743307315,0.2453003926206378,13.898570266782684,6.4619271844908e-44,1.5257782499751272e-42,Upregulated
FAM78B,177.94336965073487,1.5594373442559408,0.11235058049609582,13.88010046205441,8.362665804361975e-44,1.9607881777043136e-42,Upregulated
CHRDL2,131.90248462909884,2.669460344654722,0.19236672842764097,13.876933742514854,8.740369694180782e-44,2.046489908311115e-42,Upregulated
IFRD1,485.4743727035761,1.1041304529442175,0.0795790146396441,13.874643433875463,9.02407235340159e-44,2.1099739090376864e-42,Upregulated
RLBP1,25.5617314427963,4.602040965951328,0.33176288944036797,13.871476022270759,9.431577837002315e-44,2.2021881603281624e-42,Upregulated
NT5DC2,2893.870165367396,1.272799968797934,0.09185090553810045,13.857239200216343,1.150134798176365e-43,2.6743023534327998e-42,Upregulated
VSNL1,373.87702160548196,2.05589152218185,0.1483899948957612,13.854650535071734,1.1923575508783023e-43,2.768644338056008e-42,Upregulated
CSRP2,895.4589854982602,1.5470388533006598,0.11170173491327368,13.849729858733134,1.2769140194949456e-43,2.956804490935331e-42,Upregulated
SLC6A15,184.63453410489714,4.28544956494444,0.309509514418966,13.84593805779897,1.3461188277030851e-43,3.10847907558176e-42,Upregulated
MCM7,7820.266311192348,1.025359194200369,0.0740876707065255,13.839808762000361,1.465960774662732e-43,3.3759327139969746e-42,Upregulated
SOD2,18868.102986760485,1.273110393316519,0.09203971549720211,13.832185230464125,1.6299272579126127e-43,3.7483861377858824e-42,Upregulated
ORC1,429.00042657141944,1.4532690691477093,0.10508130462999292,13.8299488597414,1.6814000746400337e-43,3.856194597412143e-42,Upregulated
MAMLD1,445.7191494820943,1.5669958131143507,0.11337344871465135,13.82154138274746,1.889795002507051e-43,4.310581318218529e-42,Upregulated
ULBP3,154.9675094529665,2.062062897671832,0.14934900366642212,13.807008061985766,2.3123791925287646e-43,5.2530746798610154e-42,Upregulated
ACSL6,110.29326893614886,2.290073469264044,0.1659345836914554,13.801061950547256,2.511257498869386e-43,5.697160931218818e-42,Upregulated
RAD54L,328.0448596402656,1.43306623841878,0.10386664708037782,13.797174345194692,2.650393164874126e-43,6.00469641726138e-42,Upregulated
PLAGL1,802.1390641228679,1.442111189234205,0.10452311106998541,13.797055736971055,2.654756543070748e-43,6.006476124672739e-42,Upregulated
CEBPB,3417.68214662408,1.2900480426276184,0.09353031211389079,13.792833718514077,2.814820191825703e-43,6.351505561877676e-42,Upregulated
EMILIN3,88.86197064153718,3.0501975338525593,0.22127229899341175,13.78481422088617,3.145753527381769e-43,7.088712780897334e-42,Upregulated
KCNK5,1147.3914733642055,2.409899150382564,0.17486446059713995,13.781526229818594,3.292372734700033e-43,7.399244105775656e-42,Upregulated
TNFRSF21,3137.0976471882686,1.3941066691258341,0.10123365186154981,13.771178293878565,3.799649153143621e-43,8.527875666173144e-42,Upregulated
JRKL,759.9974168961861,1.13598217135914,0.08250795818557687,13.768152749630397,3.9621504987725036e-43,8.880718634631881e-42,Upregulated
ATP11A,2052.5979249231686,1.2093823139986637,0.08801552996149907,13.740555951065542,5.802847892717199e-43,1.290307422820349e-41,Upregulated
BLACAT1,91.3750352792181,2.9874361948360617,0.21748654864458244,13.736188345690033,6.163638268032246e-43,1.3651076417378012e-41,Upregulated
FOXM1,2449.595087561006,1.6156579467090266,0.11765772901326663,13.731847115006369,6.5443533739069205e-43,1.4475178450744317e-41,Upregulated
SOX8,394.55804324427885,3.1334129205526193,0.2281890352885035,13.731654181328164,6.56180566997637e-43,1.4475636476683747e-41,Upregulated
TSPAN33,1337.2478952887443,1.262320226240336,0.09193827569404775,13.730083762295976,6.7055948270772436e-43,1.4773428603277264e-41,Upregulated
TMEM74,24.584425986973113,2.392565459479594,0.17466646254699578,13.69790985968958,1.0448900721211459e-42,2.2900280066279108e-41,Upregulated
SPIB,260.2831852790068,2.9331626711289593,0.21416649825091955,13.695711958144068,1.076994971191167e-42,2.351182259604332e-41,Upregulated
ZCCHC18,43.18072615835761,1.4600408414847017,0.10662339146676586,13.693438385326463,1.1112379205586397e-42,2.422787300043954e-41,Upregulated
AURKB,858.8038241040598,1.6053349839456614,0.1174457212686163,13.668739623762157,1.560751006932238e-42,3.3765319464405164e-41,Upregulated
H2AC12,5.991440386594902,2.543009878534824,0.18612464695882386,13.662939971069017,1.6901955079518334e-42,3.651866433397089e-41,Upregulated
C1QL2,49.50797835852471,4.106209735529865,0.30068092870174123,13.656369072888547,1.8497979694204084e-42,3.9864452260115297e-41,Upregulated
WNT6,109.68283922389651,2.929229694315441,0.21452607168180687,13.65442284637638,1.899886136459762e-42,4.089139546011088e-41,Upregulated
ADGRA3,1995.1672620828251,1.0733825925520275,0.07865692994987658,13.646383010829824,2.1215008236164706e-42,4.554444479139809e-41,Upregulated
SHC4,550.4955124566152,2.8929487827674962,0.21229779948788602,13.626842999531757,2.7731982076768325e-42,5.923212660366243e-41,Upregulated
RASSF4,1803.9818236534895,1.3523482516041587,0.09942402893167981,13.601825093342757,3.9056400510770425e-42,8.268333565886683e-41,Upregulated
NFE2L3,1161.1247890080772,1.475005007542358,0.10857354621270174,13.585307462028911,4.89472203472617e-42,1.0284429727031658e-40,Upregulated
CDC7,789.3105581101356,1.2554347663236691,0.09249881994069986,13.572440893067789,5.834616521999124e-42,1.2183027633248919e-40,Upregulated
TGFA,633.1753952450558,1.7640356586023191,0.12998673124885377,13.570890210518119,5.959382919769891e-42,1.2428089497776016e-40,Upregulated
PRSS3,18.280010393912207,3.0444683282578997,0.22442450735765324,13.565667868019846,6.399411035068341e-42,1.33126781235102e-40,Upregulated
SLC6A2,45.66149462498981,3.6447276668942306,0.2690137305141304,13.548481930377845,8.08856425503189e-42,1.670243748013227e-40,Upregulated
KRT16,3033.820207991388,3.5284213098826056,0.2605479003462541,13.542313352721415,8.797412527319726e-42,1.8121590369158718e-40,Upregulated
PGBD5,516.5036757206991,2.260054185454814,0.1669028090282786,13.541139293059409,8.939165323040176e-42,1.8391018069019423e-40,Upregulated
ABTB2,697.9392387663779,1.6570105852961468,0.12259359612677907,13.516289901330278,1.2533935356570463e-41,2.572368053375366e-40,Upregulated
CDC25A,530.8129886013113,1.4612450862985822,0.10830135784906088,13.49239857486471,1.7336719377466821e-41,3.5235937640304234e-40,Upregulated
SPAAR,103.8349611425174,2.0344370816243114,0.15106153915766612,13.467604613116821,2.4260972988001586e-41,4.883611684922909e-40,Upregulated
CLCN5,676.7689439147429,1.0182879954586181,0.07567455269420215,13.456148192556608,2.833041070872147e-41,5.675548150095656e-40,Upregulated
TTYH1,713.3352700017879,3.0146313117773773,0.2241022594458912,13.45203443834644,2.995167080552837e-41,5.993190101110969e-40,Upregulated
AMN,25.471651689984874,2.325015673925282,0.17286841483725554,13.44962685123326,3.0942982032859816e-41,6.176822620305001e-40,Upregulated
GPR161,1126.0927088254236,1.4148324856165515,0.10529567745818405,13.436757517215485,3.682209791649956e-41,7.34167909527547e-40,Upregulated
FOSL1,226.88116861267738,1.9570448226796457,0.14582794381903438,13.420231894020574,4.602707216180614e-41,9.122815672401434e-40,Upregulated
APBA2,478.87748224877157,1.7858203003381106,0.1332092401346168,13.406129323562093,5.56693704818106e-41,1.0982108009972225e-39,Upregulated
CCDC88A,1817.5869080150146,1.2412177897908359,0.09265749165593101,13.395762907114973,6.401484799849066e-41,1.2598842534568127e-39,Upregulated
PSRC1,695.1941535969211,1.1401858390004498,0.08527799983097031,13.37022258097533,9.027032087772184e-41,1.7662682364745854e-39,Upregulated
PADI2,6054.058496454973,2.210133986002298,0.16532361051624106,13.368532051174741,9.234532989762363e-41,1.804765306544011e-39,Upregulated
PRKCA,629.9296026502242,1.537447247179913,0.11502102924508831,13.366662229251142,9.469569271452064e-41,1.8485480108039214e-39,Upregulated
DDN,30.887142009403004,2.4749813845044955,0.1852939553952473,13.357054088597526,1.0774446536338542e-40,2.0983922094205505e-39,Upregulated
FBN3,205.78707692722924,3.066752562745802,0.22961191973757566,13.356242856428382,1.089248046624502e-40,2.1140226828592068e-39,Upregulated
CLDN16,23.05143882946536,2.7356194368062567,0.2048975667175598,13.351156290582797,1.1662445713221476e-40,2.2582368931206706e-39,Upregulated
SERPINB7,123.21782234672338,3.2241925491320056,0.24160250051081092,13.345029717470716,1.2662007198883856e-40,2.4433307684466916e-39,Upregulated
KIF2C,1608.1365568890628,1.4530504622722262,0.1089986937814941,13.330897938879032,1.5304440700567393e-40,2.9430807615249185e-39,Upregulated
FDCSP,3618.9353407250906,4.273603418595904,0.3209291523995645,13.316345326195753,1.8599167137682878e-40,3.5725722872702536e-39,Upregulated
ACBD7,279.9643871705264,1.8104373560996667,0.13606632378924668,13.3055505997491,2.149041247409589e-40,4.1232119384585346e-39,Upregulated
MYLK4,88.19003533425472,1.2610124032742174,0.09478611673059298,13.303766909856067,2.2009427427451045e-40,4.2179710919183574e-39,Upregulated
CPNE8,476.8117525171618,1.2473277866627959,0.09379940177340965,13.297822406969654,2.383081535953161e-40,4.546269639270644e-39,Upregulated
ANTXRL,19.948482834690257,3.322648914295076,0.24991041397459404,13.29535997100488,2.462850878209822e-40,4.6877937124020966e-39,Upregulated
TET1,264.5921020062699,1.3312653054601784,0.10036154600465229,13.264695079512498,3.709265214370714e-40,7.020422144177627e-39,Upregulated
TRPV4,519.5707213215578,1.5805712740698123,0.1192591216191487,13.253252687180865,4.320631729417742e-40,8.14152025630068e-39,Upregulated
LPO,27.532329689462916,2.9820912223552467,0.22500836067079005,13.253246294782564,4.320999850109546e-40,8.14152025630068e-39,Upregulated
KCTD14,81.74641143514609,2.3189918844685753,0.17497957747821924,13.252928815405523,4.339321910361961e-40,8.166876259098274e-39,Upregulated
