gene_name,Significance,log2FoldChange,pvalue,padj
ANTXRL,Upregulated,3.322648914295076,2.462850878209822e-40,4.6877937124020966e-39
TET1,Upregulated,1.3312653054601784,3.709265214370714e-40,7.020422144177627e-39
TRPV4,Upregulated,1.5805712740698123,4.320631729417742e-40,8.14152025630068e-39
LPO,Upregulated,2.9820912223552467,4.320999850109546e-40,8.14152025630068e-39
KCTD14,Upregulated,2.3189918844685753,4.339321910361961e-40,8.166876259098274e-39
SLC25A37,Upregulated,1.242243389673375,5.2160472559038175e-40,9.78402249520819e-39
ZNF462,Upregulated,1.5637541418145837,5.653227072379071e-40,1.0580420968907452e-38
BMP6,Upregulated,1.6536153547776207,5.823607907437376e-40,1.0875053342609418e-38
PABPC4L,Upregulated,1.3219858738166383,5.896821678312063e-40,1.0999538037278102e-38
APOBEC3B,Upregulated,1.8723894867377946,6.221318056280557e-40,1.1591952000980909e-38
RBM38,Upregulated,1.2144007799268604,6.536627984064445e-40,1.2139038782795785e-38
TMEM217,Upregulated,1.2440836224212577,7.284790339313144e-40,1.3498571767813362e-38
PRSS12,Upregulated,2.8475421644158523,8.358090537838528e-40,1.5436262260641717e-38
CHST6,Upregulated,1.9711833228585676,1.0434111601704473e-39,1.9185965560724502e-38
MEX3A,Upregulated,1.7023101667704335,1.3687946490183177e-39,2.4977526704042953e-38
ANKRD1,Upregulated,2.9470934440436727,1.4452473552359764e-39,2.634398762182581e-38
SLC15A1,Upregulated,3.609376278447429,1.5683333585210157e-39,2.84947840074143e-38
CCDC150,Upregulated,1.274667276884809,1.750782325845942e-39,3.1672557851618187e-38
RHBDL2,Upregulated,1.3069259308182706,1.7737953363924846e-39,3.2054333807704016e-38
FAM72B,Upregulated,1.518436851878103,1.8497545041760903e-39,3.339105227538516e-38
INTS6L,Upregulated,1.1971362135487058,1.9299635380639735e-39,3.4764193001092255e-38
COL11A2,Upregulated,2.4592058543884225,2.019011630747666e-39,3.63292253558326e-38
EPHB6,Upregulated,1.8751154051364352,2.622207700630733e-39,4.698145451247465e-38
KCNK9,Upregulated,2.4009224095644575,2.88349887457163e-39,5.160786685107519e-38
STIL,Upregulated,1.1900691502416452,2.9049794623286507e-39,5.193694910923683e-38
ACSM3,Upregulated,1.5469109867971678,3.2087303772205184e-39,5.724565948222961e-38
GTSE1,Upregulated,1.342340935819595,3.58519786223182e-39,6.375879418553791e-38
CHST4,Upregulated,3.026780793925282,3.6050942858894846e-39,6.404478610742082e-38
FBXW10,Upregulated,2.1777609915689404,4.456281238003134e-39,7.891566394894158e-38
CHAC2,Upregulated,1.1325647971516501,4.642032018559486e-39,8.21184757930207e-38
HOXA1,Upregulated,1.277993453025958,5.6758583241439114e-39,9.998563436067993e-38
UBE2E3,Upregulated,1.1895901732706389,5.996965646939965e-39,1.0542100448254254e-37
GPR156,Upregulated,2.1294397123607562,6.598749394855351e-39,1.1587845694647662e-37
PVR,Upregulated,1.1143345519985137,6.680897437063669e-39,1.1719843905269057e-37
SLC10A4,Upregulated,1.8611562682592866,7.58681255465064e-39,1.3267438454945307e-37
TICRR,Upregulated,1.4519520434670214,8.135151593738735e-39,1.4211542659280528e-37
CGAS,Upregulated,1.1622804008176475,8.62706804696208e-39,1.5055220205031122e-37
SIRPA,Upregulated,1.0905425497599432,9.216383048364295e-39,1.605027371534645e-37
TNNI2,Upregulated,2.1254229286211714,9.630646852742689e-39,1.673698751178512e-37
CDH3,Upregulated,2.0107465516390004,1.0333699001915363e-38,1.794024186599329e-37
MAP7D3,Upregulated,1.1450335356887749,1.2062049906594107e-38,2.09191832470973e-37
CENPN,Upregulated,1.1700800590638787,1.3233095856256914e-38,2.2902805488127943e-37
LIPG,Upregulated,1.8712546106658028,1.5833354235306007e-38,2.7318638325006913e-37
RAB7B,Upregulated,1.4185921540584445,1.5854150365372412e-38,2.7326434941875983e-37
FRMD3,Upregulated,1.6760024101533344,2.0887431605673625e-38,3.5891320552307964e-37
EZH2,Upregulated,1.107876250807567,2.1730331667688126e-38,3.7301514114227843e-37
BUB1,Upregulated,1.3110072329884406,2.612068225361479e-38,4.470071495144598e-37
BAIAP2L2,Upregulated,1.8500188347231696,2.7810210150569835e-38,4.754356497024098e-37
C16orf95,Upregulated,1.2377130717165978,2.8514623795594394e-38,4.869822017095002e-37
TAP2,Upregulated,1.2250387215320548,3.840519779278398e-38,6.519175536352451e-37
FABP5,Upregulated,1.8819680650525192,3.9701701708418646e-38,6.73244614425184e-37
CHST3,Upregulated,1.3922573422265905,3.9869867681287095e-38,6.754140652204316e-37
PCDH8,Upregulated,3.307152008477099,4.452057252663978e-38,7.49660352635134e-37
KCNG1,Upregulated,2.9241860908338557,4.747437977822441e-38,7.977976854022336e-37
ARHGAP22,Upregulated,1.2132470812344103,4.98779363300136e-38,8.365142808274409e-37
MATN4,Upregulated,2.824746845427344,5.533726733724849e-38,9.2622337393592e-37
MYO10,Upregulated,1.2441153486007428,6.133290878950048e-38,1.0255546541415677e-36
TUBB6,Upregulated,1.1489123704275634,6.376119570490579e-38,1.0640387211669567e-36
DEUP1,Upregulated,2.0352363062676333,6.93897190072246e-38,1.1556692487036573e-36
PI3,Upregulated,3.7003842895168635,8.193345898652954e-38,1.3591886457172507e-36
PTCHD1,Upregulated,2.906816740093328,9.428478705126301e-38,1.556394301884566e-36
LGR5,Upregulated,2.714575055380472,9.71094422500801e-38,1.6014472657115373e-36
CDCA3,Upregulated,1.4215861675614252,9.794085107703252e-38,1.6135731186273033e-36
YBX3,Upregulated,1.2038955219724607,1.1604282183076994e-37,1.904327363533691e-36
RAD51AP1,Upregulated,1.287015231109542,1.1758221994251687e-37,1.925824691117047e-36
KCNN4,Upregulated,1.9665809386933404,1.190208843191694e-37,1.9436990330255015e-36
ALX1,Upregulated,3.314246252978897,1.2488270206390058e-37,2.0374449001445704e-36
KIFC1,Upregulated,1.3081800074097845,1.3160850744620145e-37,2.1430103035953732e-36
GPR3,Upregulated,1.443399566242786,1.562145018668183e-37,2.5289576252074694e-36
CKS1B,Upregulated,1.0170465322491835,1.8189731151935615e-37,2.9390683982550057e-36
LRP8,Upregulated,1.441836131178772,2.3361878767909957e-37,3.7566975168167847e-36
MT1H,Upregulated,2.671207153685871,2.5272950215272593e-37,4.060117590564558e-36
SEMA5B,Upregulated,1.3864131986286072,2.5783512126991346e-37,4.138179747494557e-36
SLC35F2,Upregulated,1.2317510349995096,2.6895131070519582e-37,4.308353629884377e-36
CHI3L2,Upregulated,2.427339162958837,2.7463032753416095e-37,4.395132448659194e-36
NFIB,Upregulated,1.5351577309916475,2.994548528931084e-37,4.77875291860219e-36
DAPK1,Upregulated,1.2756402455013711,3.0558399288573526e-37,4.871931692844941e-36
KIAA1549L,Upregulated,1.6010652658448503,3.359306576215565e-37,5.330438450047911e-36
PRSS33,Upregulated,5.105538091342933,4.769637366930793e-37,7.497441209366493e-36
NXN,Upregulated,1.262407257729931,5.993282270020502e-37,9.333508603813004e-36
WARS1,Upregulated,1.1481746094974807,6.198037932821053e-37,9.634505631129615e-36
RUNX3,Upregulated,1.4765080364247585,6.549370061759197e-37,1.0152430710693757e-35
CYB5R2,Upregulated,1.4240716314497606,7.498951564717096e-37,1.1602986070826783e-35
CALB2,Upregulated,2.3806822813270725,8.070457224422252e-37,1.2452834180478012e-35
NCS1,Upregulated,1.1188297948735322,8.66426793030596e-37,1.335681634655431e-35
RNF150,Upregulated,1.6621642629658175,1.2825016807272426e-36,1.9573307469135408e-35
MCM10,Upregulated,1.5783019116949035,1.364649219112195e-36,2.0808111798778864e-35
WWTR1,Upregulated,1.0199027330141839,1.3729362949967699e-36,2.0915475971330102e-35
KLK6,Upregulated,3.5081657679215947,1.3998596904866632e-36,2.1267732564606426e-35
LARGE2,Upregulated,1.5859384154959868,1.575829850904375e-36,2.385485260323052e-35
DYNC1I1,Upregulated,1.7063628640927437,1.8830811633964696e-36,2.835261575883402e-35
CHI3L1,Upregulated,2.391755612920707,2.077002677656629e-36,3.1244373613350796e-35
TUBB4A,Upregulated,2.758509100657805,2.3745943241844628e-36,3.5594112847498286e-35
KLHL34,Upregulated,3.3542508406391525,2.8679214667260288e-36,4.260766865787307e-35
NPM2,Upregulated,1.9413678952470306,2.8859455224352232e-36,4.283753618978119e-35
TEAD4,Upregulated,1.0103961513306585,3.065085357220059e-36,4.533625812952454e-35
CXCL10,Upregulated,2.077528561259584,3.2270375725111364e-36,4.7689706661370564e-35
HAAO,Upregulated,1.5417875593273496,3.2723077454378416e-36,4.827372797048373e-35
OPRK1,Upregulated,3.7365690051701788,3.5627264152146535e-36,5.237395013889983e-35
HJURP,Upregulated,1.3181976642687125,3.6158809255476684e-36,5.306242043539708e-35
SLC26A9,Upregulated,3.1643578623190978,3.803887816967727e-36,5.567538681016059e-35
SRD5A1,Upregulated,1.3272056164117971,3.915272782558866e-36,5.725574867038175e-35
RAD51B,Upregulated,1.1610006399049568,4.7662980953318916e-36,6.951921148951503e-35
MID1,Upregulated,1.65717546604944,5.271654050856518e-36,7.667852264106275e-35
GTSF1,Upregulated,2.239209158520941,5.3252711189419076e-36,7.733620375847469e-35
FANCB,Upregulated,1.1142643708254885,5.410924694375448e-36,7.851218994742871e-35
EEF1AKMT4,Upregulated,1.27028985795846,5.8666488693005494e-36,8.497782676256913e-35
AUNIP,Upregulated,1.2514541891787245,5.9050490893606206e-36,8.546031388981561e-35
C7orf61,Upregulated,1.788073755274149,5.9942114460848787e-36,8.667598773201804e-35
AKR1E2,Upregulated,1.777452904800867,6.312317950239355e-36,9.111882523526938e-35
SOX30,Upregulated,1.732082656535865,6.925258950054048e-36,9.936858739616014e-35
NPFFR1,Upregulated,2.1568592335109984,8.105975842734866e-36,1.1581542335985782e-34
TCP11,Upregulated,2.9074474315646595,8.863237368408555e-36,1.2652723549391397e-34
ANXA8L1,Upregulated,2.8339526950778806,1.0653721908331366e-35,1.5118739086818847e-34
GAREM2,Upregulated,1.1601391825850655,1.0996505730522488e-35,1.5592004915879354e-34
GAS2L3,Upregulated,1.0669429598576552,1.1820252486106516e-35,1.6717641005623943e-34
PTGFR,Upregulated,2.1556472714541224,1.210179847057171e-35,1.710143036396952e-34
ZNF695,Upregulated,1.7867092401847577,1.7528528683466264e-35,2.4563350545745546e-34
ATP6V1C2,Upregulated,1.920675144400859,1.9054197389598138e-35,2.663462662585958e-34
PDK1,Upregulated,1.0660644730184887,2.0069929619995722e-35,2.803111301667955e-34
QRICH2,Upregulated,1.3205783570587695,2.137390667284824e-35,2.9800347897916606e-34
TPX2,Upregulated,1.3222468279010284,2.3907403520418628e-35,3.325248469766263e-34
SLC5A6,Upregulated,1.123567627206418,2.7354582814772105e-35,3.7984180007807617e-34
IL27RA,Upregulated,1.4279632797427055,2.780980392037545e-35,3.855251760654526e-34
ANLN,Upregulated,1.362713716496992,3.0974255827541324e-35,4.286857434730122e-34
EPHB1,Upregulated,1.8914263454519527,3.365446685284684e-35,4.65013324712422e-34
CLDN23,Upregulated,1.313126281660896,4.20778092166137e-35,5.804455720037065e-34
BCL2L10,Upregulated,1.9960144170025436,4.5148144491053147e-35,6.212680735375412e-34
SLC38A3,Upregulated,2.260704558424302,4.5342056981821616e-35,6.234254321136948e-34
CCNB2,Upregulated,1.3020692901462265,4.5905047117033547e-35,6.306496980366278e-34
KLF5,Upregulated,1.7451587534599111,5.293038268042209e-35,7.247922222177212e-34
CYRIA,Upregulated,1.0454156582698584,7.264340974951359e-35,9.898843854503523e-34
C2CD4D,Upregulated,1.3468750055674479,7.492188044116484e-35,1.0201042407512372e-33
CEP55,Upregulated,1.324403392037634,8.138859673202805e-35,1.1063577019735115e-33
IL2RA,Upregulated,1.7205044389561008,8.963094493308698e-35,1.2144667502313675e-33
TMEM38A,Upregulated,1.3024617654219617,9.09471432490291e-35,1.2313069684392746e-33
CCNE1,Upregulated,1.9149483296642826,9.27897191536104e-35,1.2542301168686083e-33
ELOVL4,Upregulated,1.6941190848963075,9.69159202896969e-35,1.3089496941459626e-33
CHRNA7,Upregulated,1.6277374405048963,1.0724673452025423e-34,1.4438317394755637e-33
CTSC,Upregulated,1.2167688696509407,1.4087508247703527e-34,1.888986329572259e-33
MLLT11,Upregulated,1.35526532368558,1.4667597126970047e-34,1.9620686897814595e-33
CAGE1,Upregulated,1.4959554898818122,1.550850064602168e-34,2.0712546447526807e-33
ACRV1,Upregulated,1.4355277432780376,1.8559608199210496e-34,2.4708858243326392e-33
XDH,Upregulated,2.2424138658349224,2.14420603604661e-34,2.8433594733926138e-33
DEPDC1,Upregulated,1.409813144392447,2.1842762346888636e-34,2.8896477090588374e-33
SERPINE2,Upregulated,1.4630771178712618,2.237362227757999e-34,2.9528959968240005e-33
PIWIL4,Upregulated,1.2351824696656768,2.4216944530734435e-34,3.181174215821359e-33
ANGPT1,Upregulated,1.6742081967148952,2.7116481767907512e-34,3.548180014962052e-33
LAMP3,Upregulated,1.9256715391533559,2.7334935032816304e-34,3.573978888870094e-33
CCKBR,Upregulated,4.307161721794838,2.9298112026861593e-34,3.8187632353024255e-33
KCNE5,Upregulated,2.5406840516105054,3.0282436219956153e-34,3.943999528786842e-33
GPRC5B,Upregulated,1.2466928835558093,3.4178610188643547e-34,4.444543050712222e-33
GPM6B,Upregulated,1.4946424550001134,3.428108304733315e-34,4.45441812847236e-33
TMEM123,Upregulated,1.0136971464066957,3.930891045883313e-34,5.09195978999144e-33
SKA3,Upregulated,1.263034508404749,4.568361791834222e-34,5.9086022928592383e-33
PFKP,Upregulated,1.420546352002306,4.611190258672552e-34,5.9594043158271596e-33
NPM3,Upregulated,1.1384716347739146,4.957029626698208e-34,6.396511404535703e-33
C2orf88,Upregulated,1.694252325924302,6.475017331631303e-34,8.316954167056337e-33
ITM2C,Upregulated,1.322675254857475,7.0524261709949365e-34,9.044776971632008e-33
SKA1,Upregulated,1.3835978064096532,8.375740482860736e-34,1.0692922526712245e-32
COL27A1,Upregulated,1.491818122719765,9.62136281423972e-34,1.2245901359018683e-32
HASPIN,Upregulated,1.2370931649849517,1.01497683681845e-33,1.289888806700086e-32
TMEM158,Upregulated,1.9784651687022452,1.2956557894458285e-33,1.6391461486975562e-32
POU3F2,Upregulated,2.632666012660718,1.4764803046005162e-33,1.8595012268292174e-32
MFSD4A,Upregulated,1.827716066112606,1.4997520905273354e-33,1.8873941601029165e-32
FXYD6,Upregulated,1.2584112262566407,1.6690426029392784e-33,2.0957282885672853e-32
CDC42EP1,Upregulated,1.1015265193373305,1.9295480960040617e-33,2.4138042798596265e-32
WNT10A,Upregulated,1.8445212319146722,2.2728025601708683e-33,2.8368631509404116e-32
UPP1,Upregulated,1.153598985457605,2.3722151503088382e-33,2.9587479898502803e-32
GBP1,Upregulated,1.470891413082488,2.4492637927708804e-33,3.0503145810858707e-32
DOK5,Upregulated,1.3329983900992926,2.5958109074754154e-33,3.2280350751627614e-32
TMPRSS12,Upregulated,2.3793445779384883,2.854794701021624e-33,3.5474680563102163e-32
ACTG2,Upregulated,2.4514908854876483,2.993034691991135e-33,3.713752136670153e-32
HOXD13,Upregulated,3.0234241080796624,3.042169806624006e-33,3.771931071905747e-32
DGKG,Upregulated,1.241091731152745,3.126852329674292e-33,3.8740661926621414e-32
DEFB1,Upregulated,2.8635904324054287,3.391415183892266e-33,4.1921580171429226e-32
FERMT1,Upregulated,2.3292606356195504,3.588944437466996e-33,4.4269801040555425e-32
GCNT2,Upregulated,1.5336268344947088,3.593794005212624e-33,4.4297073244867495e-32
S100A2,Upregulated,2.6757351182052513,3.98766863870783e-33,4.904394220265718e-32
HLA-DOB,Upregulated,1.7489613494243383,4.820768019408492e-33,5.907376168600713e-32
FIGN,Upregulated,1.769747489819979,5.1566669091457226e-33,6.3005912715239e-32
ADORA2B,Upregulated,1.3628313504862561,5.211203403592085e-33,6.362595108327557e-32
ZC3H12C,Upregulated,1.1738544992026356,5.2867281760879534e-33,6.450115742744518e-32
PRSS27,Upregulated,1.551080350602766,5.755692423350801e-33,7.012087402265112e-32
ORC6,Upregulated,1.3394072559440855,6.532459423781538e-33,7.941124461002495e-32
HIF3A,Upregulated,2.294785493302985,6.539147536762203e-33,7.94350281093805e-32
CRLF1,Upregulated,2.281519990416542,7.011738518548132e-33,8.505279353279338e-32
SMO,Upregulated,1.2824934039729377,7.02744781085592e-33,8.518180061274308e-32
PLEKHF1,Upregulated,1.4407260687040444,7.194934870423267e-33,8.714903795430433e-32
GRM6,Upregulated,1.62731707797443,8.861909128793107e-33,1.0680095509991292e-31
LY6D,Upregulated,3.9861980454889854,1.000330396201442e-32,1.202115010123823e-31
ABCA13,Upregulated,3.255149946434991,1.1095853306190642e-32,1.3305513236023465e-31
EXTL1,Upregulated,2.219746817983833,1.2948094800101875e-32,1.5493415217684268e-31
SEL1L3,Upregulated,1.3771584723998358,1.3876281684651325e-32,1.6556859767016805e-31
EDAR,Upregulated,2.768459512879829,1.404281046720999e-32,1.6743657821272822e-31
GPX7,Upregulated,1.160248953148489,1.4190277188740205e-32,1.6895487478338337e-31
FOLH1,Upregulated,1.6015786029966024,1.504311911143669e-32,1.7885544167337053e-31
TNIP3,Upregulated,2.1550441715122695,1.9530672874845665e-32,2.3025346644867204e-31
KLF14,Upregulated,1.9513491098606923,1.9711692277906305e-32,2.322244841835025e-31
COL22A1,Upregulated,2.18262716540884,2.2960004384028917e-32,2.6935887742772713e-31
MFSD2B,Upregulated,1.008822261132197,2.3980753008495277e-32,2.809412990276474e-31
MIA,Upregulated,2.5301107309145303,2.4675136572081514e-32,2.886733050676686e-31
NDRG2,Upregulated,1.3900813451304084,2.4779432083604355e-32,2.8969157786876736e-31
AKR1B15,Upregulated,2.764605455008031,2.567545616541956e-32,2.9995793883442144e-31
PCDHB9,Upregulated,1.5524034744085782,2.5900388443408796e-32,3.023753276689478e-31
ACE2,Upregulated,2.6302246283461166,2.6913370214312275e-32,3.135472999013702e-31
FAM107A,Upregulated,2.013032574169213,2.704779230921851e-32,3.1467660241660458e-31
EPHX3,Upregulated,2.0446934682255757,2.7592756982233224e-32,3.205724596662501e-31
GPT2,Upregulated,1.2560946417506107,3.093622969436613e-32,3.5842472333265605e-31
TRIM47,Upregulated,1.1042864120902438,3.16728290923527e-32,3.667058308982187e-31
TCF19,Upregulated,1.0369875882734365,3.2731800616510094e-32,3.781840803509783e-31
KIAA1755,Upregulated,1.4246596213905538,3.3483405030270917e-32,3.8633635989566197e-31
CACNA1A,Upregulated,1.3808771815144625,3.8884490358606185e-32,4.47244878721664e-31
MTFR2,Upregulated,1.2828823375244804,3.8895492192853786e-32,4.47244878721664e-31
HMSD,Upregulated,2.20230810717908,5.034116759792169e-32,5.7727289729092175e-31
E2F2,Upregulated,1.3310861051443883,5.19576942555446e-32,5.9418649261722255e-31
MARCO,Upregulated,2.5777808986537605,5.275135038730563e-32,6.016234173247874e-31
SLC16A1,Upregulated,1.3885932656819182,5.718072221747687e-32,6.5125506417028615e-31
KCNT2,Upregulated,1.4466741564936316,6.286321055756289e-32,7.140376040868511e-31
OLAH,Upregulated,3.0451386819996973,6.585962820431527e-32,7.470617826311113e-31
FZD7,Upregulated,1.2109719583448306,7.818960292143215e-32,8.83937409996635e-31
SOX10,Upregulated,3.1728419833048953,1.1315673345415555e-31,1.2732407783031926e-30
LRRC34,Upregulated,1.0320073238913183,1.1594303414262514e-31,1.303718457593028e-30
C22orf23,Upregulated,1.1194344972405257,1.3853196920699392e-31,1.5525198257990748e-30
CIB2,Upregulated,1.4309394103257753,1.7783498563689126e-31,1.9806198934223138e-30
MMP12,Upregulated,2.656631832431445,1.7791129373843514e-31,1.9806198934223138e-30
SIX3,Upregulated,2.9558256739126167,1.8559437015086338e-31,2.0647834897897247e-30
PPARGC1A,Upregulated,2.1892942790403733,2.071989901271441e-31,2.303613673016222e-30
NT5DC4,Upregulated,2.2329537507589228,2.181321858893938e-31,2.4219597465020785e-30
MCF2L2,Upregulated,1.4978526166627395,2.27189667753689e-31,2.5208593141103314e-30
